25166     	1.0                 	131.876969          	165.902918          	0.7949044573164168  	0.007046131037260296	0.002733701283071192
25187     	1.0                 	538.0164540000001   	834.2050280000001   	0.6449451105442151  	0.017047511244741183	0.008017549972272872
25208     	1.0                 	769.4819500000001   	1155.210311         	0.6660968506538893  	0.028189501173039644	0.011388139329940344
25229     	1.0                 	900.4493380000001   	1338.7052740000001  	0.6726270191716598  	0.03698061802280711 	0.01364446342254583 
25250     	1.0                 	935.2609310000001   	1386.9840970000002  	0.6743126565206753  	0.04320818750171679 	0.015099852315536112
25270     	1.0                 	1199.4239670000002  	1857.6010360000002  	0.6456843766532008  	0.05045193383078885 	0.01758630390826743 
25291     	1.0                 	1292.097866         	1982.1888520000002  	0.6518540676365382  	0.05627074687516526 	0.019681817654827443
25312     	1.0                 	1486.556714         	2248.9803920000004  	0.6609914071674129  	0.0628107311117079  	0.021729966840102314
25354     	0.9                 	1881.249229         	2810.455382         	0.6693752340096748  	0.06318221730780378 	0.0219061938593244  
25375     	0.9090909090909091  	2150.293274         	3280.731688         	0.6554310070113848  	0.07096307396783685 	0.024718470092201447
25395     	0.9166666666666666  	2441.7373390000002  	3786.139686         	0.6449147526248983  	0.07984745920155178 	0.027750522425047452
25416     	0.9230769230769231  	2807.563731         	4371.55846          	0.6422340583316825  	0.08975972723501519 	0.031106595490727498
25437     	0.9285714285714286  	3166.6932150000002  	4848.864036         	0.6530793999355605  	0.0996962383910335  	0.034517871169403476
25458     	0.9333333333333333  	3335.204013         	5133.11503          	0.6497426988305773  	0.10904472406360956 	0.03778211323106599 
25500     	0.8823529411764706  	3695.791319         	5805.248461         	0.6366293094651405  	0.11167371214131509 	0.03898363898206438 
25520     	0.8888888888888888  	4166.151108         	6465.912931         	0.6443252720007899  	0.12163269103128746 	0.04272373049070708 
25541     	0.8947368421052632  	4324.976574         	6666.26278          	0.6487857914896058  	0.12997389586339825 	0.04560885840386375 
25562     	0.9                 	4834.136056         	7405.928415         	0.6527386959626722  	0.13922969163402008 	0.04878514377873181 
